id,gps_height,longitude,latitude,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type_group,management,payment,water_quality,quantity,source,waterpoint_type,year_rec,month_rec,age
28577,94,38.97520816,-6.49113905,Wami / Ruvu,Pwani,6,1,other,110.0,True,Company,True,2009,submersible,private operator,pay per bucket,soft,enough,river,communal standpipe,2011,3,2
29624,1169,33.05798604,-2.11846255,Lake Victoria,Mwanza,19,1,other,400.0,True,unknown,True,1992,nira/tanira,vwc,pay monthly,soft,insufficient,shallow well,hand pump,2011,8,19
47343,1697,34.47885806,-9.85181917,Lake Nyasa,Iringa,11,5,other,100.0,True,VWC,False,1995,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,2,16
53401,1271,35.02843476,-11.0089129,Ruvuma / Southern Coast,Ruvuma,10,3,other,350.0,True,VWC,True,2009,gravity,vwc,pay monthly,soft,dry,spring,communal standpipe,2013,4,4
37014,642,36.57302071,-6.04153792,Wami / Ruvu,Dodoma,1,3,other,180.0,True,VWC,False,2003,mono,private operator,pay per bucket,salty,insufficient,machine dbh,communal standpipe multiple,2011,3,8
66226,1160,33.10143794,-1.9728804,Lake Victoria,Mwanza,19,1,other,800.0,False,unknown,True,2011,other,other,never pay,soft,insufficient,rainwater harvesting,other,2011,7,0
49776,1311,34.57196707,-8.81721277,Rufiji,Iringa,11,4,other,52.0,True,WUA,True,1978,gravity,wua,pay when scheme fails,soft,dry,river,communal standpipe,2011,3,33
56931,861,32.36958965,-4.8447608,Lake Tanganyika,Tabora,14,4,other,132.0,True,VWC,True,1978,afridev,vwc,never pay,soft,dry,shallow well,hand pump,2012,10,34
32462,21,39.16843964,-6.6723485999999985,Wami / Ruvu,Dar es Salaam,7,1,other,1114.0,True,Parastatal,False,2000,submersible,parastatal,never pay,salty,enough,machine dbh,communal standpipe,2013,3,13
7515,1506,34.726914,-4.22940321,Internal,Singida,13,1,other,254.0,True,WUG,True,2006,mono,wug,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,2013,1,7
73360,1736,34.8737553,-9.58933467,Lake Nyasa,Iringa,11,4,other,35.0,False,unknown,False,2006,gravity,unknown,never pay,soft,enough,spring,communal standpipe,2011,3,5
36248,349,32.29504194,-8.35640701,Lake Rukwa,Mbeya,12,6,other,125.0,False,VWC,True,2000,submersible,private operator,pay per bucket,soft,enough,river,communal standpipe,2011,7,11
3703,1100,35.1864879,-6.5756821,Internal,Singida,13,3,other,1000.0,False,Trust,False,2000,wind-powered,trust,pay per bucket,salty,enough,machine dbh,communal standpipe multiple,2013,1,13
8812,191,33.5256196,-2.63563571,Lake Victoria,Mwanza,19,2,other,229.0,True,VWC,True,2009,nira/tanira,vwc,never pay,salty,insufficient,shallow well,hand pump,2011,8,2
52186,1207,37.5256545,-3.31204198,Pangani,Kilimanjaro,3,4,rural,1.0,False,VWC,True,1972,gravity,vwc,never pay,soft,enough,spring,other,2013,3,41
10027,76,39.01054472,-7.61661715,Rufiji,Pwani,60,53,other,1.0,True,VWC,True,1976,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,2,35
33735,482,30.53840923,-2.46734089,Lake Victoria,Kagera,18,30,other,138.0,True,VWC,False,1994,gravity,vwc,never pay,soft,insufficient,spring,other,2011,7,17
6647,1322,36.95009491,-3.25488892,Pangani,Arusha,2,7,other,450.0,True,WUA,True,2010,gravity,wua,unknown,soft,insufficient,spring,communal standpipe,2013,3,3
36752,56,33.90397856,-3.38372775,Internal,Shinyanga,17,2,other,229.0,True,VWC,False,2005,other,vwc,other,soft,dry,shallow well,other,2013,2,8
70605,642,33.82506159,-9.5631683,Lake Nyasa,Mbeya,12,3,other,180.0,True,VWC,True,2009,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,7,2
69208,1727,31.51991979,-8.51127212,Lake Tanganyika,Rukwa,15,2,rural,200.0,True,VWC,False,2002,swn 80,vwc,pay when scheme fails,salty,enough,machine dbh,hand pump,2011,8,9
36961,861,33.88529475,-9.40900297,Lake Nyasa,Mbeya,12,4,other,132.0,True,Water authority,False,2006,gravity,water authority,unknown,soft,enough,river,communal standpipe,2011,3,5
2723,616,36.8890225,-11.36848411,Ruvuma / Southern Coast,Ruvuma,10,1,other,1.0,True,VWC,False,1996,swn 80,vwc,pay annually,soft,enough,machine dbh,hand pump,2013,2,17
28460,861,31.3514923,-2.70785131,Lake Tanganyika,Kagera,18,4,other,132.0,True,VWC,True,1978,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,2011,7,33
66744,1878,35.32746216,-1.85789707,Lake Victoria,Arusha,2,5,other,385.0,True,VWC,True,1972,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2013,3,41
69098,613,37.17070326,-10.71608644,Ruvuma / Southern Coast,Ruvuma,10,1,other,1.0,False,Private operator,False,2011,submersible,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,2013,2,2
26020,213,39.84719367,-10.45426313,Ruvuma / Southern Coast,Mtwara,99,1,rural,200.0,True,VWC,True,2012,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,2013,2,1
18906,1023,35.94027615,-7.33957056,Rufiji,Iringa,11,1,rural,1.0,True,VWC,True,1990,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,3,21
12740,482,30.6796454,-2.54085744,Lake Victoria,Kagera,18,30,other,138.0,True,VWC,False,2003,gravity,parastatal,never pay,soft,enough,spring,communal standpipe,2011,7,8
52397,276,38.04700439,-6.84065061,Wami / Ruvu,Morogoro,5,2,rural,1000.0,True,VWC,True,1999,other,vwc,never pay,soft,insufficient,shallow well,other,2011,3,12
2150,660,32.59548197,-5.44138131,Lake Tanganyika,Tabora,14,5,other,157.0,True,VWC,True,2000,india mark ii,vwc,never pay,soft,dry,shallow well,hand pump,2012,10,12
16504,682,36.27488385,-11.21761887,Ruvuma / Southern Coast,Ruvuma,10,5,other,300.0,True,VWC,True,1976,gravity,vwc,never pay,soft,dry,river,communal standpipe,2013,2,37
1499,1282,30.50718495,-5.61052873,Lake Tanganyika,Rukwa,15,1,other,70.0,True,VWC,True,1984,other,vwc,pay monthly,soft,enough,shallow well,hand pump,2013,1,29
56965,1330,36.63854942,-3.41029051,Pangani,Arusha,2,3,rural,1.0,True,VWC,False,2000,submersible,vwc,never pay,soft,enough,river,hand pump,2013,3,13
4261,303,36.14749303,-8.94179582,Rufiji,Morogoro,5,4,other,500.0,True,unknown,True,1992,nira/tanira,vwc,never pay,fluoride,enough,shallow well,hand pump,2011,3,19
57140,349,33.11059283,-9.24142683,Lake Nyasa,Mbeya,12,6,other,125.0,True,VWC,False,2007,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,2011,7,4
26347,56,33.66498991,-3.20123863,Lake Victoria,Shinyanga,17,2,other,229.0,True,WUG,False,1984,nira/tanira,wug,never pay,soft,seasonal,shallow well,hand pump,2012,10,28
69863,173,38.70423488,-4.97949247,Pangani,Tanga,4,3,other,250.0,True,VWC,False,2010,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2011,3,1
59024,67,38.79475204,-6.74561851,Wami / Ruvu,Pwani,6,2,other,1.0,True,Water authority,True,2010,mono,vwc,pay per bucket,soft,enough,river,communal standpipe,2011,3,1
29550,1087,37.38118219,-3.30168528,Pangani,Kilimanjaro,3,4,rural,360.0,False,VWC,False,1963,gravity,vwc,unknown,soft,enough,spring,communal standpipe,2013,2,50
61105,642,33.79020068,-9.49779675,Lake Nyasa,Mbeya,12,3,other,51.0,True,VWC,True,2009,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,7,2
48539,642,36.54322679,-6.24744148,Wami / Ruvu,Dodoma,1,3,other,180.0,True,VWC,False,1972,gravity,vwc,never pay,soft,dry,spring,communal standpipe multiple,2011,3,39
54504,1506,34.68960183,-4.31700205,Internal,Singida,13,1,other,185.0,True,WUG,True,2007,nira/tanira,wug,pay per bucket,soft,enough,shallow well,hand pump,2013,1,6
63512,56,32.42008995,-3.36127232,Lake Tanganyika,Shinyanga,17,3,other,180.0,True,unknown,True,1999,nira/tanira,wug,unknown,milky,insufficient,shallow well,hand pump,2013,1,14
34868,16,38.85292020000001,-6.58427423,Wami / Ruvu,Pwani,6,1,other,48.0,False,Company,True,2006,mono,private operator,pay per bucket,soft,enough,river,communal standpipe,2011,2,5
8320,1542,36.45707315,-5.25605807,Internal,Manyara,21,5,other,600.0,True,VWC,True,2011,submersible,vwc,never pay,salty,insufficient,machine dbh,communal standpipe,2013,3,2
10202,1321,34.09435858,-1.94698599,Lake Victoria,Mara,20,4,other,300.0,True,WUG,False,1991,other,wug,unknown,soft,enough,shallow well,other,2012,10,21
25264,761,30.624647,-7.37017762,Lake Tanganyika,Rukwa,15,3,other,1.0,False,VWC,False,1974,submersible,vwc,never pay,soft,enough,lake,communal standpipe,2011,8,37
13089,1808,38.2543393,-4.5781687999999985,Pangani,Tanga,4,1,other,1.0,True,VWC,True,1978,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,2011,3,33
60120,390,38.16958972,-10.92235906,Ruvuma / Southern Coast,Mtwara,90,63,other,89.0,True,VWC,True,2005,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2013,2,8
64567,191,33.26406444,-3.15694255,Lake Victoria,Mwanza,19,4,other,132.0,False,VWC,True,2000,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,2011,7,11
1554,56,33.20333336,-3.87228397,Internal,Shinyanga,17,3,rural,180.0,True,WUG,True,2004,nira/tanira,wug,never pay,soft,seasonal,shallow well,hand pump,2012,10,8
71781,743,36.05125832,-4.85106955,Internal,Dodoma,1,1,other,182.0,True,VWC,False,1989,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2011,4,22
1670,861,33.82605696,-9.27150896,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,1978,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,2011,4,33
56256,1555,35.51301601,-4.44551383,Internal,Manyara,21,2,other,1536.0,True,VWC,True,1997,submersible,vwc,never pay,soft,insufficient,rainwater harvesting,hand pump,2013,2,16
34671,642,31.72291138,-1.62072709,Lake Victoria,Kagera,18,3,other,180.0,True,VWC,True,1971,gravity,vwc,never pay,soft,enough,spring,improved spring,2011,7,40
51177,1538,37.17517323,-3.19820696,Pangani,Kilimanjaro,3,5,other,30.0,True,Water Board,True,1999,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,2013,4,14
44188,15,39.1757025,-6.93667466,Wami / Ruvu,Dar es Salaam,7,2,other,760.0,False,WUG,False,2000,submersible,parastatal,pay monthly,soft,enough,machine dbh,communal standpipe,2013,3,13
6749,250,36.33869978,-8.28595731,Rufiji,Morogoro,5,3,other,800.0,True,unknown,True,1997,swn 80,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,2011,3,14
20227,191,33.19246776,-2.75115941,Lake Victoria,Mwanza,19,4,other,132.0,True,VWC,True,1974,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2011,8,37
26170,2150,34.55383542,-9.32512737,Lake Nyasa,Iringa,11,4,other,30.0,True,VWC,False,2000,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,3,11
24172,861,31.56610081,-2.77494366,Lake Tanganyika,Kagera,18,4,other,132.0,True,VWC,True,2000,nira/tanira,vwc,pay monthly,milky,enough,shallow well,hand pump,2011,7,11
32509,861,36.05731281,-6.35117216,Wami / Ruvu,Dodoma,1,4,other,132.0,True,VWC,True,2011,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,2011,3,0
72369,56,32.75340391,-3.93780989,Lake Tanganyika,Shinyanga,17,3,other,180.0,True,VWC,True,2009,gravity,vwc,pay per bucket,soft,enough,spring,communal standpipe multiple,2012,10,3
67946,980,36.85100967,-3.49343203,Pangani,Arusha,2,2,rural,200.0,True,Parastatal,True,2000,other,parastatal,unknown,soft,seasonal,rainwater harvesting,other,2013,3,13
38173,1959,34.68754716,-9.2892345,Rufiji,Iringa,11,4,other,30.0,True,VWC,True,2008,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,2011,3,3
50822,985,37.24606681,-3.32737762,Pangani,Kilimanjaro,3,5,other,50.0,True,Water Board,True,1999,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,2013,3,14
30825,56,34.25837979999999,-3.35298322,Internal,Shinyanga,17,6,other,125.0,True,Parastatal,True,1978,gravity,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,2012,10,34
34789,536,37.52242306,-6.93499067,Wami / Ruvu,Morogoro,5,6,other,1.0,True,VWC,True,1974,gravity,vwc,never pay,soft,enough,river,communal standpipe,2011,3,37
54878,30,31.79568772,-2.88418,Lake Victoria,Kagera,18,8,other,87.0,True,VWC,True,2007,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2011,7,4
25800,49,39.08768923,-7.04579311,Wami / Ruvu,Dar es Salaam,7,2,other,300.0,False,WUG,False,1990,swn 80,wug,never pay,soft,enough,shallow well,hand pump,2013,3,23
9048,358,38.62465342,-10.2357766,Ruvuma / Southern Coast,Lindi,8,3,other,259.0,True,VWC,False,2010,other,vwc,never pay,unknown,dry,machine dbh,communal standpipe multiple,2013,1,3
7562,861,33.61003644,-9.21319799,Lake Nyasa,Mbeya,12,4,other,132.0,False,VWC,False,2009,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2011,7,2
10022,1012,35.36089552,-9.89262653,Lake Nyasa,Ruvuma,10,2,rural,318.0,True,VWC,True,2002,gravity,vwc,pay annually,soft,enough,river,communal standpipe,2013,2,11
63044,1849,36.68018592,-3.28148547,Pangani,Arusha,2,2,rural,200.0,True,VWC,True,1990,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2013,3,23
59539,173,37.60186187,-7.45726998,Wami / Ruvu,Morogoro,5,2,rural,2500.0,True,VWC,True,1985,swn 80,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,2011,3,26
35448,694,37.55118363,-3.523774,Pangani,Kilimanjaro,3,2,other,1000.0,True,WUA,False,2004,submersible,wua,never pay,soft,enough,spring,communal standpipe,2013,2,9
6452,1277,30.93709964,-3.30515884,Lake Tanganyika,Kigoma,16,1,other,120.0,True,VWC,False,2005,nira/tanira,vwc,unknown,soft,enough,shallow well,hand pump,2013,1,8
4384,1529,34.84144987,-4.35211561,Internal,Singida,13,1,other,325.0,True,VWC,True,1995,nira/tanira,vwc,pay per bucket,soft,enough,shallow well,hand pump,2013,1,18
50032,604,35.40511338,-11.397808,Ruvuma / Southern Coast,Ruvuma,10,2,rural,1000.0,True,VWC,True,1988,india mark ii,vwc,pay when scheme fails,soft,seasonal,shallow well,hand pump,2013,7,25
21930,56,33.8042159,-3.91713831,Internal,Shinyanga,17,8,other,87.0,False,Parastatal,False,1998,gravity,parastatal,unknown,soft,seasonal,rainwater harvesting,communal standpipe,2012,10,14
41920,2162,34.6524234,-9.64053761,Lake Nyasa,Iringa,11,4,other,30.0,True,VWC,False,2003,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,2,8
14831,56,33.71151655,-3.69461239,Internal,Shinyanga,17,8,other,87.0,False,WUG,False,2010,other,wug,unknown,soft,insufficient,shallow well,other,2012,10,2
6098,34,38.79743217,-6.60842244,Wami / Ruvu,Pwani,6,2,other,1.0,True,Water authority,True,1989,mono,private operator,pay per bucket,soft,enough,river,communal standpipe,2011,3,22
34115,1001,35.34117299,-9.88864395,Lake Nyasa,Ruvuma,10,2,rural,318.0,True,VWC,True,2002,gravity,vwc,pay annually,soft,enough,river,communal standpipe,2013,2,11
72003,642,33.8212583,-9.56379197,Lake Nyasa,Mbeya,12,3,other,180.0,True,VWC,True,2008,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,7,3
36604,727,34.15714525,-8.71163326,Rufiji,Mbeya,12,7,other,99.0,True,VWC,True,2011,gravity,vwc,pay monthly,soft,seasonal,river,communal standpipe,2011,4,0
12107,1200,37.09897307,-3.21238643,Pangani,Kilimanjaro,3,7,other,1.0,True,Water Board,True,2002,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,2013,3,11
24493,396,37.83937899,-6.85284825,Wami / Ruvu,Morogoro,5,2,rural,600.0,True,VWC,True,1994,gravity,vwc,pay monthly,soft,insufficient,river,communal standpipe,2011,2,17
16531,545,38.50258844,-5.09820378,Pangani,Tanga,4,2,other,1.0,True,VWC,True,2009,wind-powered,vwc,never pay,salty,unknown,machine dbh,communal standpipe,2011,4,2
15285,56,33.24487860139598,-3.491473498386441,Lake Victoria,Shinyanga,17,1,other,182.0,False,WUG,False,2000,nira/tanira,wug,unknown,soft,enough,shallow well,hand pump,2013,1,13
20368,191,33.28717397,-3.05028623,Lake Victoria,Mwanza,19,4,other,132.0,True,VWC,True,1974,other,vwc,never pay,soft,enough,shallow well,other,2011,8,37
7701,825,36.64547981,-6.76788715,Wami / Ruvu,Morogoro,5,1,other,758.0,True,VWC,True,1998,swn 80,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,2011,3,13
30373,1316,33.81378634,-1.82585853,Lake Victoria,Mara,20,3,rural,742.0,False,Parastatal,True,2011,gravity,parastatal,unknown,soft,seasonal,rainwater harvesting,communal standpipe,2012,10,1
2477,545,37.1020643,-5.81081642,Wami / Ruvu,Tanga,4,7,other,1402.0,True,VWC,False,2010,swn 80,vwc,never pay,salty,insufficient,shallow well,hand pump,2011,3,1
43670,1344,34.13516332,-2.86762182,Lake Victoria,Shinyanga,17,1,other,500.0,False,WUG,False,2006,india mark ii,wug,other,salty abandoned,insufficient,shallow well,hand pump,2013,2,7
8625,1792,31.60825133,-7.95140411,Lake Tanganyika,Rukwa,15,4,urban,6000.0,False,Other,True,2008,nira/tanira,other,pay per bucket,salty,enough,machine dbh,hand pump,2013,2,5
67852,71,40.01309535,-10.18246377,Ruvuma / Southern Coast,Mtwara,99,1,rural,400.0,True,VWC,True,2012,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,2013,2,1
39451,257,36.95552326,-7.70198724,Rufiji,Morogoro,5,3,other,310.0,True,Company,True,1995,gravity,vwc,pay monthly,soft,insufficient,river,communal standpipe,2011,3,16
5075,1594,37.47548384,-3.27993331,Pangani,Kilimanjaro,3,4,rural,1.0,False,Other,True,1972,gravity,other,never pay,soft,insufficient,river,other,2013,3,41
46767,1033,35.32531468,-10.46557187,Lake Nyasa,Ruvuma,10,2,rural,255.0,True,VWC,True,1984,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,2013,2,29
49351,1874,35.93229636,-8.2710462,Rufiji,Iringa,11,7,other,30.0,True,VWC,True,2009,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,2,2
56383,1445,34.6788859,-8.84286463,Rufiji,Iringa,11,4,other,75.0,True,WUA,True,1978,gravity,wua,pay monthly,soft,enough,river,communal standpipe,2011,3,33
22440,57,39.19807295,-7.58622305,Rufiji,Pwani,60,53,other,1.0,True,VWC,True,1994,afridev,vwc,never pay,soft,insufficient,shallow well,hand pump,2011,2,17
69629,1832,31.421418900000006,-7.77491438,Lake Rukwa,Rukwa,15,3,other,1.0,True,VWC,False,2003,swn 80,vwc,pay annually,salty,enough,machine dbh,hand pump,2011,7,8
32730,1786,35.11460485,-8.59726265,Rufiji,Iringa,11,2,other,229.0,True,VWC,True,2003,swn 80,vwc,pay annually,soft,enough,hand dtw,hand pump,2011,3,8
4263,94,38.89185642,-6.444437799999998,Wami / Ruvu,Pwani,6,1,other,500.0,True,Other,False,2010,india mark ii,other,never pay,soft,enough,shallow well,hand pump,2011,3,1
49706,1159,32.08818145,-6.81121427,Lake Rukwa,Rukwa,15,1,other,350.0,True,VWC,True,1988,india mark ii,vwc,pay annually,soft,enough,machine dbh,hand pump,2013,1,25
55186,864,37.73686289,-4.06396911,Pangani,Kilimanjaro,3,3,other,320.0,True,Water authority,True,2005,submersible,water authority,pay per bucket,salty,insufficient,machine dbh,communal standpipe multiple,2013,3,8
34098,727,34.17361576,-8.83679008,Rufiji,Mbeya,12,7,other,99.0,True,VWC,True,2002,gravity,vwc,pay monthly,soft,seasonal,river,communal standpipe,2011,4,9
5696,1558,34.98790229,-8.88238707,Rufiji,Iringa,11,4,other,100.0,True,Water Board,False,2008,gravity,water board,pay when scheme fails,soft,enough,spring,communal standpipe,2011,2,3
39202,642,33.97878889,-9.49251203,Lake Nyasa,Mbeya,12,3,other,180.0,True,VWC,True,2000,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,2011,1,11
58401,307,36.67037302,-8.35631544,Rufiji,Morogoro,5,4,other,360.0,True,unknown,True,2009,other,vwc,pay monthly,soft,enough,machine dbh,hand pump,2011,3,2
8876,349,32.848471999999994,-9.08297838,Lake Rukwa,Mbeya,12,6,other,125.0,True,VWC,False,1972,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,2011,3,39
59709,1125,36.9319678,-3.37256266,Pangani,Arusha,2,7,other,180.0,True,Water Board,True,2008,gravity,water board,pay per bucket,soft,insufficient,river,communal standpipe,2013,2,5
69319,861,32.212472,-4.40446661,Lake Tanganyika,Tabora,14,4,other,132.0,True,VWC,True,1972,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2012,10,40
55657,642,33.05731972,-4.93776469,Lake Tanganyika,Tabora,14,3,other,180.0,True,VWC,True,2010,afridev,vwc,unknown,soft,seasonal,shallow well,hand pump,2012,11,2
39297,1871,34.79374935,-9.73541894,Lake Nyasa,Iringa,11,5,other,52.0,True,VWC,False,2010,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,3,1
19108,982,37.13473377,-3.32173389,Pangani,Kilimanjaro,3,5,other,30.0,True,Water Board,True,1999,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,2013,7,14
17955,1069,35.72398771,-10.57295668,Lake Nyasa,Ruvuma,10,4,rural,250.0,False,Other,True,1990,india mark ii,other,pay when scheme fails,soft,seasonal,shallow well,hand pump,2013,3,23
23447,257,38.96502476,-9.96924234,Ruvuma / Southern Coast,Lindi,80,53,other,460.0,True,VWC,False,1980,other,vwc,never pay,soft,enough,shallow well,other,2013,1,33
23933,1761,34.32077992,-9.47223948,Lake Nyasa,Iringa,11,3,other,180.0,True,VWC,False,1996,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,3,15
64327,1948,36.6445563,-3.22168794,Pangani,Arusha,2,2,rural,150.0,True,VWC,True,2000,gravity,vwc,pay when scheme fails,soft,insufficient,spring,communal standpipe,2013,3,13
48534,1314,29.89112264,-4.48336165,Lake Tanganyika,Kigoma,16,2,other,310.0,True,Water authority,True,2007,gravity,water board,pay monthly,soft,enough,river,communal standpipe,2013,2,6
27275,191,33.27307145,-2.55987146,Lake Victoria,Mwanza,19,2,other,229.0,True,VWC,True,1986,other,vwc,pay monthly,soft,enough,shallow well,other,2011,7,25
44938,56,32.54787592,-3.85654081,Lake Victoria,Shinyanga,17,3,other,180.0,True,unknown,True,1988,nira/tanira,wug,unknown,milky,insufficient,shallow well,hand pump,2013,2,25
54383,349,32.36195442,-8.64588245,Lake Rukwa,Mbeya,12,6,other,125.0,False,VWC,True,1997,submersible,vwc,pay per bucket,soft,enough,river,communal standpipe,2011,7,14
23395,874,31.75074916,-1.45363977,Lake Victoria,Kagera,18,2,rural,229.0,True,VWC,True,2000,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,7,11
40059,349,32.84026296,-9.24715832,Lake Rukwa,Mbeya,12,6,other,125.0,False,VWC,False,1976,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,2011,8,35
37574,1010,35.44872982,-10.63077503,Ruvuma / Southern Coast,Ruvuma,10,2,rural,188.0,True,VWC,True,2009,other,vwc,pay per bucket,soft,enough,river,communal standpipe,2013,2,4
35014,80,39.07414837,-6.99350277,Wami / Ruvu,Dar es Salaam,7,2,other,500.0,False,Private operator,False,2010,submersible,parastatal,never pay,soft,enough,machine dbh,communal standpipe,2013,3,3
70292,277,36.45625618,-8.53386806,Rufiji,Morogoro,5,4,other,256.0,True,unknown,True,1996,swn 80,vwc,pay monthly,soft,enough,shallow well,hand pump,2011,3,15
14696,1345,37.27658178,-3.23028387,Pangani,Kilimanjaro,3,4,rural,30.0,True,Water Board,True,2007,gravity,water board,pay per bucket,soft,enough,river,communal standpipe,2013,3,6
68206,1641,37.6324786,-3.74077212,Pangani,Kilimanjaro,3,2,other,10.0,True,VWC,False,2004,gravity,vwc,pay monthly,soft,insufficient,spring,communal standpipe,2013,3,9
53852,866,35.05863764,-10.53230439,Lake Nyasa,Ruvuma,10,3,other,120.0,False,VWC,True,2008,mono,vwc,unknown,soft,dry,river,communal standpipe,2013,2,5
49737,56,31.89073225,-3.36955657,Lake Tanganyika,Shinyanga,17,5,other,157.0,True,WUG,True,2006,nira/tanira,wug,unknown,fluoride,enough,shallow well,hand pump,2012,10,6
57612,191,33.51671262,-2.96764362,Lake Victoria,Mwanza,19,4,other,132.0,False,VWC,True,2009,swn 80,vwc,pay per bucket,soft,enough,machine dbh,hand pump,2011,7,2
14716,1534,31.09647451,-7.34690341,Lake Rukwa,Rukwa,15,3,other,1.0,False,VWC,False,1984,other,vwc,unknown,unknown,unknown,machine dbh,other,2011,7,27
25789,1346,34.38137831,-5.75879877,Internal,Singida,13,3,other,350.0,True,VWC,False,1978,mono,vwc,pay per bucket,salty,enough,machine dbh,communal standpipe multiple,2013,2,35
22947,181,39.27143347,-8.72298894,Ruvuma / Southern Coast,Lindi,80,13,other,230.0,True,unknown,True,2006,other,vwc,never pay,soft,enough,shallow well,other,2013,2,7
42080,2126,34.21073878,-9.44753098,Lake Nyasa,Iringa,11,3,other,180.0,True,VWC,False,2002,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,2011,3,9
37336,1391,37.61585739,-3.27696839,Pangani,Kilimanjaro,3,1,other,1.0,True,Company,True,2011,gravity,company,pay monthly,soft,insufficient,spring,communal standpipe,2013,3,2
309,1284,37.17174489999999,-3.2375489,Pangani,Kilimanjaro,3,5,other,80.0,True,Water Board,True,1999,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,2013,5,14
29925,1301,30.48389656,-5.61472002,Lake Tanganyika,Rukwa,15,1,other,12.0,True,VWC,True,1980,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,2013,1,33
53896,2093,34.5690371,-9.31020225,Rufiji,Iringa,11,4,other,15.0,True,VWC,True,2006,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,2011,3,5
36690,743,33.00742442,-8.45954688,Lake Rukwa,Mbeya,12,1,other,182.0,True,VWC,True,2003,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,4,8
66815,874,33.52831941,-8.93148897,Lake Rukwa,Mbeya,12,2,rural,229.0,True,VWC,True,1990,gravity,wug,pay monthly,soft,enough,river,communal standpipe,2011,4,21
14684,727,31.68188463,-1.19793063,Lake Victoria,Kagera,18,7,other,99.0,True,VWC,True,2000,other motorpump,vwc,never pay,soft,insufficient,river,communal standpipe,2011,7,11
67935,1332,35.85871273,-7.53132508,Rufiji,Iringa,11,1,rural,1.0,True,VWC,True,1987,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,3,24
48724,1823,31.53858873,-7.90287977,Lake Tanganyika,Rukwa,15,4,urban,618.0,True,VWC,True,1991,india mark ii,vwc,pay monthly,soft,enough,machine dbh,hand pump,2013,2,22
60341,1358,36.99291173,-3.19619807,Pangani,Kilimanjaro,3,7,other,1.0,True,Water Board,True,2003,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,2013,3,10
